TransaccionID,Fecha,ProductoID,TiendaID,UnidadesVendidas,PrecioUnitarioAplicado,DescuentoPorcentaje,PrecioTotal
TRX-009232,2024-11-09,P-0070,T-017,14,520.91,0,7292.74
TRX-009233,2024-05-10,P-0175,T-019,6,52.76,0,316.56
TRX-009234,2023-03-12,P-0090,T-034,3,577.16,27,1263.98
TRX-009235,2024-03-15,P-0140,T-036,13,227.19,0,2953.47
TRX-009236,2024-12-03,P-0186,T-005,2,313.41,0,626.82
TRX-009237,2023-06-29,P-0039,T-041,11,342.6,0,3768.60
TRX-009238,2023-12-17,P-0156,T-050,7,132.08,0,924.56
TRX-009239,2024-11-05,P-0144,T-026,7,394.88,0,2764.16
TRX-009240,2023-11-24,P-0146,T-016,7,395.97,12,2439.18
TRX-009241,2024-12-30,P-0155,T-015,13,452.98,0,5888.74
TRX-009242,2023-04-02,P-0147,T-027,2,495.21,0,990.42
TRX-009243,2023-01-30,P-0082,T-042,1,82.17,0,82.17
TRX-009244,2024-08-27,P-0027,T-023,15,263.13,0,3946.95
TRX-009245,2023-06-16,P-0077,T-031,9,740.59,0,6665.31
TRX-009246,2024-09-24,P-0028,T-009,2,247.29,0,494.58
TRX-009247,2023-09-22,P-0129,T-037,11,522.69,0,5749.59
TRX-009248,2023-01-07,P-0095,T-010,11,771.65,0,8488.15
TRX-009249,2023-04-28,P-0170,T-019,3,363.08,0,1089.24
TRX-009250,2023-06-12,P-0026,T-017,8,537.16,0,4297.28
TRX-009251,2023-03-29,P-0188,T-048,7,628.65,0,4400.55
TRX-009252,2024-02-15,P-0065,T-030,14,529.46,0,7412.44
TRX-009253,2023-08-14,P-0069,T-013,8,515.46,13,3587.60
TRX-009254,2023-05-08,P-0124,T-007,8,300.81,16,2021.44
TRX-009255,2023-01-26,P-0130,T-022,10,139.47,0,1394.70
TRX-009256,2024-01-14,P-0022,T-026,6,121.94,0,731.64
TRX-009257,2024-12-08,P-0005,T-036,15,750.5,0,11257.50
TRX-009258,2024-11-02,P-0026,T-037,15,537.16,0,8057.40
TRX-009259,2023-07-03,P-0075,T-050,14,711.85,24,7574.08
TRX-009260,2024-08-07,P-0099,T-042,4,538.89,0,2155.56
TRX-009261,2024-08-31,P-0163,T-035,12,401.08,25,3609.72
TRX-009262,2024-09-25,P-0025,T-042,10,616.78,0,6167.80
TRX-009263,2024-12-29,P-0020,T-038,5,525.72,17,2181.74
TRX-009264,2023-08-27,P-0108,T-036,8,639.26,0,5114.08
TRX-009265,2024-03-04,P-0147,T-010,4,495.21,11,1762.95
TRX-009266,2024-09-07,P-0162,T-035,12,270.66,0,3247.92
TRX-009267,2023-06-20,P-0028,T-017,8,247.29,0,1978.32
TRX-009268,2023-04-19,P-0003,T-044,7,834.48,11,5198.81
TRX-009269,2023-09-13,P-0121,T-027,13,791.35,0,10287.55
TRX-009270,2023-07-14,P-0087,T-035,1,210.97,0,210.97
TRX-009271,2023-11-25,P-0146,T-011,15,395.97,16,4989.22
TRX-009272,2023-06-25,P-0066,T-040,2,456.2,0,912.40
TRX-009273,2024-05-13,P-0073,T-034,10,279.88,0,2798.80
TRX-009274,2023-07-25,P-0097,T-045,15,409.85,0,6147.75
TRX-009275,2024-08-08,P-0119,T-049,3,431.18,0,1293.54
TRX-009276,2024-12-25,P-0132,T-013,8,520.27,0,4162.16
TRX-009277,2023-07-06,P-0187,T-050,8,389.42,0,3115.36
TRX-009278,2023-08-15,P-0033,T-007,1,707.22,18,579.92
TRX-009279,2024-09-07,P-0087,T-041,2,210.97,0,421.94
TRX-009280,2024-05-03,P-0147,T-008,14,495.21,0,6932.94
TRX-009281,2023-12-22,P-0097,T-011,3,409.85,0,1229.55
TRX-009282,2023-02-28,P-0186,T-007,7,313.41,24,1667.34
TRX-009283,2024-01-17,P-0132,T-009,7,520.27,0,3641.89
TRX-009284,2023-01-15,P-0047,T-001,10,288.84,0,2888.40
TRX-009285,2024-12-16,P-0152,T-038,9,665.71,0,5991.39
TRX-009286,2023-03-08,P-0125,T-018,12,362.52,0,4350.24
TRX-009287,2024-06-27,P-0132,T-033,2,520.27,0,1040.54
TRX-009288,2024-04-15,P-0117,T-020,3,347.03,0,1041.09
TRX-009289,2023-12-23,P-0151,T-045,13,71.31,0,927.03
TRX-009290,2023-02-17,P-0134,T-001,6,103.31,0,619.86
TRX-009291,2023-11-15,P-0079,T-048,12,598.84,0,7186.08
TRX-009292,2023-10-19,P-0186,T-002,2,313.41,0,626.82
TRX-009293,2024-07-27,P-0131,T-039,13,444.99,0,5784.87
TRX-009294,2023-08-27,P-0188,T-024,4,628.65,6,2363.72
TRX-009295,2023-01-27,P-0015,T-027,14,839.97,0,11759.58
TRX-009296,2024-04-08,P-0019,T-011,7,285.14,0,1995.98
TRX-009297,2024-09-25,P-0018,T-042,11,518.24,0,5700.64
TRX-009298,2024-10-02,P-0100,T-011,1,253.63,0,253.63
TRX-009299,2024-03-11,P-0100,T-045,9,253.63,0,2282.67
TRX-009300,2023-05-03,P-0051,T-026,10,533.16,0,5331.60
TRX-009301,2023-05-25,P-0089,T-029,4,94.19,0,376.76
TRX-009302,2023-07-02,P-0067,T-035,14,815.39,0,11415.46
TRX-009303,2023-10-04,P-0117,T-036,12,347.03,0,4164.36
TRX-009304,2023-01-15,P-0032,T-045,11,413.34,0,4546.74
TRX-009305,2024-11-24,P-0062,T-024,6,317.28,0,1903.68
TRX-009306,2023-08-14,P-0104,T-040,13,81.89,25,798.43
TRX-009307,2023-08-11,P-0017,T-043,12,362.07,0,4344.84
TRX-009308,2024-07-02,P-0161,T-049,8,564.7,10,4065.84
TRX-009309,2023-06-05,P-0175,T-049,4,52.76,28,151.95
TRX-009310,2024-03-31,P-0171,T-013,7,733.17,0,5132.19
TRX-009311,2024-06-22,P-0003,T-008,2,834.48,0,1668.96
TRX-009312,2023-10-16,P-0085,T-007,9,574.36,0,5169.24
TRX-009313,2024-10-25,P-0184,T-027,2,663.06,0,1326.12
TRX-009314,2024-03-20,P-0172,T-042,2,578.97,0,1157.94
TRX-009315,2023-03-09,P-0082,T-005,1,82.17,0,82.17
TRX-009316,2024-07-27,P-0079,T-015,12,598.84,22,5605.14
TRX-009317,2023-03-30,P-0050,T-006,10,406.88,0,4068.80
TRX-009318,2023-06-04,P-0040,T-046,6,105.36,0,632.16
TRX-009319,2024-08-15,P-0090,T-003,10,577.16,0,5771.60
TRX-009320,2024-08-20,P-0006,T-012,12,843.07,29,7182.96
TRX-009321,2023-01-10,P-0012,T-011,10,750.9,17,6232.47
TRX-009322,2023-11-25,P-0049,T-042,15,622.79,0,9341.85
TRX-009323,2023-05-16,P-0094,T-042,9,582.95,0,5246.55
TRX-009324,2024-11-26,P-0157,T-014,5,349.73,0,1748.65
TRX-009325,2024-06-24,P-0015,T-038,2,839.97,0,1679.94
TRX-009326,2023-04-22,P-0180,T-039,3,449.28,11,1199.58
TRX-009327,2024-06-08,P-0015,T-018,11,839.97,21,7299.34
TRX-009328,2024-09-13,P-0165,T-045,7,117.74,0,824.18
TRX-009329,2024-01-04,P-0180,T-028,15,449.28,0,6739.20
TRX-009330,2023-08-25,P-0179,T-031,7,77.95,0,545.65
TRX-009331,2024-02-06,P-0095,T-022,13,771.65,0,10031.45
TRX-009332,2024-09-14,P-0021,T-042,5,517.7,0,2588.50
TRX-009333,2023-07-01,P-0044,T-048,7,175.16,14,1054.46
TRX-009334,2024-10-12,P-0104,T-049,6,81.89,25,368.50
TRX-009335,2023-07-14,P-0097,T-029,5,409.85,0,2049.25
TRX-009336,2023-04-05,P-0179,T-030,10,77.95,29,553.44
TRX-009337,2023-06-16,P-0130,T-009,4,139.47,0,557.88
TRX-009338,2023-11-04,P-0075,T-026,9,711.85,0,6406.65
TRX-009339,2023-10-19,P-0157,T-016,1,349.73,0,349.73
TRX-009340,2024-08-16,P-0048,T-038,1,473.4,0,473.40
TRX-009341,2024-02-04,P-0189,T-003,8,641.43,22,4002.52
TRX-009342,2024-03-27,P-0043,T-029,4,521.14,0,2084.56
TRX-009343,2024-03-15,P-0155,T-048,14,452.98,0,6341.72
TRX-009344,2023-07-27,P-0011,T-034,8,230.29,0,1842.32
TRX-009345,2023-11-25,P-0030,T-034,6,483.75,0,2902.50
TRX-009346,2024-01-12,P-0157,T-004,4,349.73,11,1245.04
TRX-009347,2023-12-21,P-0196,T-021,1,71.37,0,71.37
TRX-009348,2023-03-18,P-0160,T-003,13,192.15,0,2497.95
TRX-009349,2024-07-02,P-0132,T-032,7,520.27,0,3641.89
TRX-009350,2024-08-22,P-0043,T-014,5,521.14,22,2032.45
TRX-009351,2023-03-31,P-0136,T-029,3,362.08,0,1086.24
TRX-009352,2024-08-05,P-0108,T-002,12,639.26,0,7671.12
TRX-009353,2024-04-25,P-0005,T-032,2,750.5,0,1501.00
TRX-009354,2023-04-17,P-0014,T-031,9,279.19,0,2512.71
TRX-009355,2024-10-18,P-0111,T-023,3,138.19,10,373.11
TRX-009356,2023-11-03,P-0042,T-035,7,361.75,11,2253.70
TRX-009357,2024-10-07,P-0113,T-031,14,191.14,0,2675.96
TRX-009358,2024-03-06,P-0026,T-012,3,537.16,12,1418.10
TRX-009359,2024-08-27,P-0196,T-030,9,71.37,0,642.33
TRX-009360,2023-10-15,P-0090,T-025,2,577.16,18,946.54
TRX-009361,2023-09-11,P-0191,T-033,5,187.53,0,937.65
TRX-009362,2024-05-11,P-0034,T-011,6,846.99,0,5081.94
TRX-009363,2023-10-03,P-0019,T-038,12,285.14,0,3421.68
TRX-009364,2024-10-21,P-0099,T-027,8,538.89,0,4311.12
TRX-009365,2023-01-03,P-0076,T-048,15,392.31,0,5884.65
TRX-009366,2024-03-07,P-0021,T-048,2,517.7,0,1035.40
TRX-009367,2023-02-04,P-0065,T-022,9,529.46,11,4240.97
TRX-009368,2023-02-05,P-0018,T-006,6,518.24,0,3109.44
TRX-009369,2023-10-22,P-0061,T-004,3,441.59,22,1033.32
TRX-009370,2024-01-20,P-0093,T-037,15,765.58,0,11483.70
TRX-009371,2023-11-30,P-0105,T-023,2,800.31,0,1600.62
TRX-009372,2023-12-10,P-0167,T-007,8,148.44,0,1187.52
TRX-009373,2024-03-12,P-0077,T-029,3,740.59,0,2221.77
TRX-009374,2023-11-24,P-0109,T-041,3,501.08,0,1503.24
TRX-009375,2024-06-28,P-0200,T-004,5,746.15,0,3730.75
TRX-009376,2024-03-03,P-0111,T-015,12,138.19,0,1658.28
TRX-009377,2024-11-20,P-0087,T-048,11,210.97,8,2135.02
TRX-009378,2024-01-12,P-0165,T-028,1,117.74,0,117.74
TRX-009379,2024-04-13,P-0018,T-003,2,518.24,0,1036.48
TRX-009380,2023-05-25,P-0035,T-018,11,580.48,0,6385.28
TRX-009381,2023-06-03,P-0085,T-035,8,574.36,0,4594.88
TRX-009382,2023-03-21,P-0174,T-017,8,563.29,0,4506.32
TRX-009383,2023-08-17,P-0009,T-012,13,54.26,0,705.38
TRX-009384,2023-02-20,P-0094,T-026,12,582.95,0,6995.40
TRX-009385,2024-12-02,P-0121,T-050,12,791.35,0,9496.20
TRX-009386,2024-12-11,P-0143,T-049,12,601.55,0,7218.60
TRX-009387,2023-03-14,P-0051,T-044,12,533.16,0,6397.92
TRX-009388,2023-08-22,P-0118,T-005,15,456.92,0,6853.80
TRX-009389,2023-05-01,P-0044,T-023,13,175.16,0,2277.08
TRX-009390,2024-08-04,P-0138,T-006,3,564.42,24,1286.88
TRX-009391,2024-10-15,P-0024,T-026,1,711.7,0,711.70
TRX-009392,2023-11-23,P-0131,T-025,4,444.99,0,1779.96
TRX-009393,2024-03-08,P-0141,T-023,9,248.53,0,2236.77
TRX-009394,2023-03-29,P-0110,T-013,11,536.34,0,5899.74
TRX-009395,2024-02-11,P-0200,T-016,9,746.15,0,6715.35
TRX-009396,2023-08-21,P-0009,T-022,9,54.26,13,424.86
TRX-009397,2023-08-08,P-0071,T-021,6,52.81,0,316.86
TRX-009398,2023-09-06,P-0119,T-034,12,431.18,0,5174.16
TRX-009399,2023-07-30,P-0013,T-048,5,227.61,0,1138.05
TRX-009400,2024-06-11,P-0138,T-003,1,564.42,0,564.42
TRX-009401,2023-12-02,P-0092,T-037,8,763.23,12,5373.14
TRX-009402,2024-10-01,P-0015,T-015,11,839.97,0,9239.67
TRX-009403,2023-01-31,P-0020,T-015,6,525.72,0,3154.32
TRX-009404,2024-03-30,P-0138,T-007,7,564.42,0,3950.94
TRX-009405,2024-11-23,P-0150,T-049,13,795.09,0,10336.17
TRX-009406,2024-06-05,P-0153,T-050,11,234.58,10,2322.34
TRX-009407,2023-03-19,P-0132,T-022,3,520.27,0,1560.81
TRX-009408,2024-10-19,P-0102,T-031,6,577.31,0,3463.86
TRX-009409,2024-06-05,P-0038,T-045,3,390.53,0,1171.59
TRX-009410,2024-03-16,P-0053,T-043,1,373.39,0,373.39
TRX-009411,2024-03-02,P-0141,T-034,3,248.53,0,745.59
TRX-009412,2023-12-12,P-0112,T-007,15,434.74,0,6521.10
TRX-009413,2024-08-08,P-0165,T-029,1,117.74,0,117.74
TRX-009414,2023-05-19,P-0163,T-014,10,401.08,0,4010.80
TRX-009415,2023-05-04,P-0026,T-045,10,537.16,0,5371.60
TRX-009416,2024-11-07,P-0042,T-011,8,361.75,0,2894.00
TRX-009417,2023-01-12,P-0106,T-014,5,794.31,0,3971.55
TRX-009418,2024-04-16,P-0136,T-013,1,362.08,0,362.08
TRX-009419,2024-06-18,P-0024,T-016,14,711.7,20,7971.04
TRX-009420,2024-01-27,P-0087,T-019,6,210.97,0,1265.82
TRX-009421,2023-08-02,P-0089,T-013,6,94.19,0,565.14
TRX-009422,2023-03-02,P-0195,T-030,15,419.81,0,6297.15
TRX-009423,2024-11-07,P-0011,T-046,14,230.29,12,2837.17
TRX-009424,2024-08-10,P-0020,T-007,10,525.72,22,4100.62
TRX-009425,2023-12-03,P-0180,T-042,6,449.28,0,2695.68
TRX-009426,2023-02-09,P-0129,T-027,9,522.69,0,4704.21
TRX-009427,2023-09-22,P-0137,T-035,3,510.97,0,1532.91
TRX-009428,2023-09-03,P-0046,T-034,5,449.12,0,2245.60
TRX-009429,2023-06-07,P-0151,T-047,15,71.31,0,1069.65
TRX-009430,2023-11-18,P-0177,T-013,4,254.46,0,1017.84
TRX-009431,2023-10-02,P-0046,T-014,8,449.12,0,3592.96
TRX-009432,2024-10-19,P-0054,T-038,4,324.9,20,1039.68
TRX-009433,2024-03-08,P-0168,T-047,15,714.02,0,10710.30
TRX-009434,2024-12-20,P-0129,T-015,5,522.69,0,2613.45
TRX-009435,2023-03-09,P-0072,T-014,8,173.17,0,1385.36
TRX-009436,2024-05-09,P-0071,T-021,6,52.81,0,316.86
TRX-009437,2023-05-06,P-0122,T-011,14,784.1,0,10977.40
TRX-009438,2024-04-23,P-0003,T-015,8,834.48,0,6675.84
TRX-009439,2024-06-28,P-0071,T-013,14,52.81,0,739.34
TRX-009440,2023-11-25,P-0082,T-019,10,82.17,0,821.70
TRX-009441,2024-11-21,P-0120,T-048,4,93.03,0,372.12
TRX-009442,2023-06-12,P-0111,T-023,14,138.19,0,1934.66
TRX-009443,2023-10-20,P-0190,T-023,15,538.15,0,8072.25
TRX-009444,2023-09-30,P-0116,T-027,3,843.61,0,2530.83
TRX-009445,2024-12-05,P-0096,T-041,12,369.7,0,4436.40
TRX-009446,2024-10-24,P-0109,T-008,12,501.08,0,6012.96
TRX-009447,2023-02-17,P-0050,T-020,4,406.88,0,1627.52
TRX-009448,2024-01-12,P-0097,T-024,2,409.85,0,819.70
TRX-009449,2024-06-04,P-0034,T-031,14,846.99,0,11857.86
TRX-009450,2023-06-18,P-0111,T-004,14,138.19,0,1934.66
TRX-009451,2023-02-01,P-0151,T-031,5,71.31,25,267.41
TRX-009452,2024-01-11,P-0179,T-024,13,77.95,30,709.35
TRX-009453,2023-03-13,P-0166,T-003,13,543.7,0,7068.10
TRX-009454,2023-08-21,P-0160,T-002,11,192.15,0,2113.65
TRX-009455,2024-11-04,P-0018,T-031,7,518.24,0,3627.68
TRX-009456,2023-06-28,P-0068,T-020,12,303.34,0,3640.08
TRX-009457,2024-05-17,P-0185,T-036,7,541.49,0,3790.43
TRX-009458,2023-10-27,P-0187,T-009,2,389.42,0,778.84
TRX-009459,2024-01-05,P-0029,T-004,7,386.02,29,1918.52
TRX-009460,2023-07-15,P-0061,T-010,12,441.59,0,5299.08
TRX-009461,2023-04-18,P-0015,T-029,11,839.97,0,9239.67
TRX-009462,2023-03-22,P-0173,T-005,2,463.76,0,927.52
TRX-009463,2024-10-10,P-0184,T-050,10,663.06,26,4906.64
TRX-009464,2023-06-26,P-0086,T-044,13,112.12,0,1457.56
TRX-009465,2023-01-07,P-0136,T-024,2,362.08,0,724.16
TRX-009466,2023-01-24,P-0141,T-048,12,248.53,18,2445.54
TRX-009467,2023-09-06,P-0040,T-033,15,105.36,0,1580.40
TRX-009468,2024-09-15,P-0115,T-032,7,154.21,13,939.14
TRX-009469,2023-05-10,P-0008,T-045,6,173.65,10,937.71
TRX-009470,2023-01-12,P-0147,T-018,4,495.21,0,1980.84
TRX-009471,2023-05-25,P-0062,T-023,4,317.28,0,1269.12
TRX-009472,2024-07-25,P-0019,T-027,4,285.14,0,1140.56
TRX-009473,2023-07-13,P-0170,T-027,15,363.08,0,5446.20
TRX-009474,2024-11-19,P-0054,T-032,2,324.9,0,649.80
TRX-009475,2023-04-11,P-0068,T-011,7,303.34,0,2123.38
TRX-009476,2024-01-27,P-0084,T-020,3,214.01,0,642.03
TRX-009477,2024-07-19,P-0156,T-016,11,132.08,0,1452.88
TRX-009478,2023-09-21,P-0094,T-031,13,582.95,0,7578.35
TRX-009479,2024-02-24,P-0071,T-022,7,52.81,24,280.95
TRX-009480,2023-08-04,P-0132,T-032,15,520.27,0,7804.05
TRX-009481,2023-01-24,P-0147,T-041,9,495.21,0,4456.89
TRX-009482,2024-03-27,P-0027,T-050,4,263.13,0,1052.52
TRX-009483,2023-07-20,P-0006,T-020,9,843.07,0,7587.63
TRX-009484,,P-0040,T-008,7,105.36,,737.52
TRX-009485,2023-08-04,P-0029,T-046,11,386.02,0,4246.22
TRX-009486,2024-10-10,P-0128,T-011,14,642.57,0,8995.98
TRX-009487,2024-11-25,P-0075,T-047,8,711.85,0,5694.80
TRX-009488,2023-10-19,P-0072,T-023,11,173.17,0,1904.87
TRX-009489,2023-01-23,P-0129,T-037,10,522.69,0,5226.90
TRX-009490,2023-03-01,P-0082,T-044,14,82.17,18,943.31
TRX-009491,2024-07-06,P-0168,T-024,14,714.02,0,9996.28
TRX-009492,2024-12-14,P-0173,T-039,10,463.76,0,4637.60
TRX-009493,2023-09-30,P-0166,T-035,14,543.7,0,7611.80
TRX-009494,2023-07-16,P-0196,T-004,4,71.37,0,285.48
TRX-009495,2023-04-23,P-0194,T-029,1,249.36,0,249.36
TRX-009496,2024-05-05,P-0084,T-036,5,214.01,0,1070.05
TRX-009497,2023-11-20,P-0122,T-045,4,784.1,0,3136.40
TRX-009498,2024-12-13,P-0035,T-025,7,580.48,0,4063.36
TRX-009499,2024-03-10,P-0077,T-043,13,740.59,29,6835.65
TRX-009500,2023-01-16,P-0130,T-002,6,139.47,0,836.82
TRX-009501,2024-09-11,P-0003,T-018,2,834.48,0,1668.96
TRX-009502,2024-01-05,P-0144,T-015,1,394.88,0,394.88
TRX-009503,2023-12-27,P-0018,T-044,15,518.24,0,7773.60
TRX-009504,2024-09-17,P-0160,T-010,12,192.15,0,2305.80
TRX-009505,2023-10-19,P-0177,T-023,14,254.46,0,3562.44
TRX-009506,2023-11-05,P-0180,T-019,11,449.28,0,4942.08
TRX-009507,2024-04-05,P-0146,T-037,4,395.97,7,1473.01
TRX-009508,2023-05-05,P-0031,T-028,2,281.57,0,563.14
TRX-009509,2024-09-10,P-0075,T-022,8,711.85,0,5694.80
TRX-009510,2023-06-12,P-0036,T-048,7,611.92,28,3084.08
TRX-009511,2023-03-13,P-0085,T-012,10,574.36,13,4996.93
TRX-009512,2024-01-02,P-0098,T-046,9,348.62,5,2980.70
TRX-009513,2023-05-12,P-0200,T-049,6,746.15,0,4476.90
TRX-009514,2023-01-08,P-0068,T-010,6,303.34,26,1346.83
TRX-009515,2023-01-22,P-0041,T-049,5,705.72,0,3528.60
TRX-009516,2024-04-14,P-0161,T-023,15,564.7,0,8470.50
TRX-009517,2023-06-09,P-0111,T-048,12,138.19,0,1658.28
TRX-009518,2024-09-12,P-0131,T-013,11,444.99,0,4894.89
TRX-009519,2023-03-31,P-0079,T-048,5,598.84,0,2994.20
TRX-009520,2023-10-10,P-0024,T-039,6,711.7,0,4270.20
TRX-009521,2024-11-17,P-0069,T-010,15,515.46,0,7731.90
TRX-009522,2024-04-16,P-0162,T-017,7,270.66,0,1894.62
TRX-009523,2023-11-11,P-0068,T-009,2,303.34,0,606.68
TRX-009524,2023-12-14,P-0016,T-016,1,362.85,27,264.88
TRX-009525,2023-02-04,P-0179,T-043,15,77.95,0,1169.25
TRX-009526,2023-11-27,P-0168,T-010,1,714.02,0,714.02
TRX-009527,2023-03-31,P-0064,T-012,2,378.64,0,757.28
TRX-009528,2023-03-14,P-0192,T-032,3,94.68,15,241.43
TRX-009529,2024-03-01,P-0165,T-041,9,117.74,0,1059.66
TRX-009530,2024-01-17,P-0176,T-009,14,356.61,0,4992.54
TRX-009531,2023-04-20,P-0104,T-004,1,81.89,0,81.89
TRX-009532,2024-04-04,P-0011,T-005,11,230.29,0,2533.19
TRX-009533,2023-10-21,P-0031,T-011,9,281.57,0,2534.13
TRX-009534,2024-11-09,P-0093,T-028,13,765.58,0,9952.54
TRX-009535,2023-05-26,P-0010,T-010,15,413.64,0,6204.60
TRX-009536,2023-08-09,P-0132,T-037,2,520.27,30,728.38
TRX-009537,2023-09-26,P-0082,T-046,6,82.17,0,493.02
TRX-009538,2023-10-18,P-0006,T-007,14,843.07,0,11802.98
TRX-009539,2023-02-20,P-0021,T-047,15,517.7,0,7765.50
TRX-009540,2024-02-04,P-0146,T-016,5,395.97,0,1979.85
TRX-009541,2023-03-30,P-0145,T-043,5,548.09,0,2740.45
TRX-009542,2023-08-18,P-0168,T-035,6,714.02,0,4284.12
TRX-009543,2024-04-22,P-0069,T-010,4,515.46,6,1938.13
TRX-009544,2023-10-06,P-0128,T-027,13,642.57,0,8353.41
TRX-009545,2024-01-04,P-0018,T-045,15,518.24,0,7773.60
TRX-009546,2024-11-01,P-0168,T-016,5,714.02,0,3570.10
TRX-009547,2023-09-19,P-0025,T-048,10,616.78,0,6167.80
TRX-009548,2023-12-18,P-0109,T-036,13,501.08,0,6514.04
TRX-009549,2023-07-17,P-0064,T-023,3,378.64,0,1135.92
TRX-009550,2024-09-18,P-0022,T-010,8,121.94,0,975.52
TRX-009551,2024-11-15,P-0052,T-014,8,340.93,0,2727.44
TRX-009552,2023-02-22,P-0140,T-024,3,227.19,0,681.57
TRX-009553,2024-06-11,P-0074,T-036,9,318.26,28,2062.32
TRX-009554,2024-04-10,P-0035,T-037,1,580.48,0,580.48
TRX-009555,2024-09-08,P-0062,T-029,12,317.28,15,3236.26
TRX-009556,2023-01-21,P-0129,T-009,8,522.69,0,4181.52
TRX-009557,2024-11-21,P-0148,T-037,7,314.89,0,2204.23
TRX-009558,2024-05-25,P-0089,T-038,11,94.19,0,1036.09
TRX-009559,2024-03-10,P-0076,T-018,6,392.31,17,1953.70
TRX-009560,2023-05-10,P-0066,T-034,5,456.2,0,2281.00
TRX-009561,2024-11-10,P-0123,T-018,12,423.72,0,5084.64
TRX-009562,2023-02-22,P-0195,T-022,8,419.81,0,3358.48
TRX-009563,2023-07-21,P-0034,T-003,11,846.99,0,9316.89
TRX-009564,2023-02-26,P-0104,T-006,14,81.89,26,848.38
TRX-009565,2024-07-09,P-0043,T-043,15,521.14,0,7817.10
TRX-009566,2023-02-03,P-0096,T-008,2,369.7,0,739.40
TRX-009567,2024-04-08,P-0183,T-007,5,381.33,0,1906.65
TRX-009568,2024-03-11,P-0192,T-033,5,94.68,0,473.40
TRX-009569,2024-04-17,P-0116,T-018,6,843.61,0,5061.66
TRX-009570,2023-05-09,P-0160,T-039,13,192.15,0,2497.95
TRX-009571,2024-04-29,P-0022,T-004,2,121.94,30,170.72
TRX-009572,2023-03-31,P-0189,T-039,3,641.43,0,1924.29
TRX-009573,2023-03-15,P-0113,T-031,2,191.14,0,382.28
TRX-009574,2024-05-16,P-0120,T-023,11,93.03,0,1023.33
TRX-009575,2023-09-24,P-0188,T-015,14,628.65,0,8801.10
TRX-009576,2023-04-13,P-0131,T-002,3,444.99,0,1334.97
TRX-009577,2023-11-21,P-0049,T-010,3,622.79,0,1868.37
TRX-009578,2023-10-02,P-0146,T-037,8,395.97,0,3167.76
TRX-009579,2023-01-26,P-0110,T-039,14,536.34,0,7508.76
TRX-009580,2024-05-13,P-0186,T-048,4,313.41,0,1253.64
TRX-009581,2023-05-09,P-0104,T-049,14,81.89,0,1146.46
TRX-009582,2023-11-19,P-0169,T-047,4,670.97,24,2039.75
TRX-009583,2023-01-03,P-0169,T-021,6,670.97,0,4025.82
TRX-009584,2024-09-10,P-0172,T-032,10,578.97,0,5789.70
TRX-009585,2024-07-01,P-0150,T-001,10,795.09,0,7950.90
TRX-009586,2024-08-17,P-0164,T-050,5,255.54,0,1277.70
TRX-009587,2023-11-17,P-0139,T-015,12,165.65,23,1530.61
TRX-009588,2023-12-30,P-0126,T-043,6,349.7,0,2098.20
TRX-009589,2023-12-30,P-0129,T-027,8,522.69,0,4181.52
TRX-009590,2023-11-28,P-0111,T-037,1,138.19,28,99.50
TRX-009591,2024-07-01,P-0033,T-001,13,707.22,0,9193.86
TRX-009592,2024-05-30,P-0085,T-050,13,574.36,0,7466.68
TRX-009593,2023-12-16,P-0170,T-037,3,363.08,0,1089.24
TRX-009594,2024-07-29,P-0075,T-003,1,711.85,6,669.14
TRX-009595,2023-08-07,P-0067,T-001,15,815.39,0,12230.85
TRX-009596,2024-11-15,P-0062,T-015,15,317.28,0,4759.20
TRX-009597,2024-06-24,P-0029,T-004,5,386.02,0,1930.10
TRX-009598,2024-04-11,P-0093,T-026,1,765.58,0,765.58
TRX-009599,2024-06-28,P-0111,T-050,7,138.19,17,802.88
TRX-009600,2023-06-15,P-0050,T-006,9,406.88,0,3661.92
TRX-009601,2024-12-14,P-0086,T-037,15,112.12,0,1681.80
TRX-009602,2024-05-10,P-0070,T-008,3,520.91,25,1172.05
TRX-009603,2023-01-01,P-0156,T-003,4,132.08,0,528.32
TRX-009604,2024-03-01,P-0141,T-029,1,248.53,0,248.53
TRX-009605,2023-07-15,P-0134,T-030,4,103.31,0,413.24
TRX-009606,2024-02-08,P-0189,T-005,15,641.43,0,9621.45
TRX-009607,2023-11-21,P-0111,T-015,2,138.19,0,276.38
TRX-009608,2023-09-15,P-0139,T-018,6,165.65,0,993.90
TRX-009609,2024-01-22,P-0071,T-019,9,52.81,0,475.29
TRX-009610,2024-05-31,P-0002,T-041,9,300.52,0,2704.68
TRX-009611,2024-02-18,P-0179,T-036,5,77.95,19,315.70
TRX-009612,2023-03-29,P-0183,T-038,10,381.33,0,3813.30
TRX-009613,2024-10-08,P-0166,T-014,9,543.7,0,4893.30
TRX-009614,2024-09-22,P-0005,T-033,10,750.5,19,6079.05
TRX-009615,2023-08-12,P-0030,T-049,1,483.75,0,483.75
TRX-009616,2023-12-17,P-0096,T-040,7,369.7,0,2587.90
TRX-009617,2023-04-17,P-0083,T-001,14,604.06,0,8456.84
TRX-009618,2023-08-15,P-0034,T-046,1,846.99,20,677.59
TRX-009619,2024-04-26,P-0009,T-042,3,54.26,11,144.87
TRX-009620,2024-11-27,P-0133,T-014,6,364.39,16,1836.53
